Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
LPN         ,4.3%,0.3%,0.2%,0.1%,0.3%,0.3%,0.6%,0.6%,0.2%,0.1%,0.3%,0.4%,0.8%,0.4%
LRH         ,17.1%,7.3%,3.3%,85.0%,12.9%,12.4%,12.0%,36.2%,6.0%,267.2%,65.6%,47.2%,84.4%,34.5%
LST         ,0.1%,1.9%,13.0%,33.7%,15.8%,17.0%,12.6%,9.9%,13.1%,16.8%,13.3%,11.1%,9.0%,10.8%
LTX         ,7.8%,5.8%,4.8%,7.3%,13.4%,25.9%,37.1%,34.8%,5.8%,6.9%,23.5%,7.6%,7.7%,9.8%
MACO        ,,,,,,,,,,,,0.3%,0.8%,1.3%
MAJOR       ,3.0%,1.3%,-13.5%,12.0%,15.4%,7.5%,8.9%,24.1%,13.3%,12.4%,11.4%,10.3%,11.4%,9.5%
MAKRO       ,0.0%,0.0%,0.0%,0.2%,0.2%,0.3%,1.3%,2.2%,1.2%,1.6%,1.8%,1.5%,2.6%,3.4%
MALEE       ,-88.8%,-119.4%,65.5%,90.9%,70.9%,-221.4%,-78.3%,38.7%,23.7%,12.9%,2.0%,4.2%,8.8%,7.6%
MANRIN      ,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,-0.2%,-24.1%,-2090.7%,118.3%
MATCH       ,,,,-18.2%,-8.7%,-41.0%,16.1%,-30.0%,8.5%,9.9%,0.8%,0.3%,5.6%,-16.6%
MATI        ,0.4%,0.1%,0.5%,1.8%,0.8%,0.3%,1.1%,0.7%,0.3%,0.1%,0.1%,0.1%,-0.4%,-0.1%
MAX         ,-9.0%,-19.3%,73.1%,,20.5%,25.3%,105.6%,-8.3%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%
MBAX        ,,,,,,45.1%,53.4%,49.3%,-545.8%,296.9%,26.0%,68.6%,28.1%,17.4%
MBK         ,2.3%,5.5%,6.9%,8.0%,8.6%,6.5%,8.6%,18.6%,9.2%,17.4%,12.2%,12.0%,25.7%,24.5%
MBKET       ,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%
M-CHAI      ,14.7%,11.7%,10.3%,9.6%,18.5%,21.4%,17.1%,12.9%,13.2%,10.7%,8.1%,9.0%,12.9%,9.1%
MCOT        ,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.5%,0.4%,0.7%,2.3%,56.1%
MCS         ,,,,0.2%,0.0%,0.5%,0.0%,0.0%,0.0%,0.0%,5.9%,1.2%,3.4%,1.0%
MDX         ,172.7%,38.6%,47.7%,0.2%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.2%,0.2%,0.0%
METCO       ,3.6%,1.4%,0.6%,0.7%,1.3%,0.9%,0.7%,8.7%,0.4%,0.5%,-0.7%,-1.3%,2.6%,1.4%
MFC         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
MFEC        ,,3.3%,0.1%,3.6%,9.7%,8.9%,6.6%,7.7%,13.4%,9.4%,10.6%,4.7%,2.9%,2.1%
MIDA        ,,5.2%,8.1%,14.2%,21.4%,69.5%,44.6%,61.7%,37.5%,36.1%,-185.1%,31.1%,43.1%,35.7%
MILL        ,,,,,,,28.7%,47.2%,61.1%,75.8%,86.5%,121.1%,-283.2%,42.3%
MINT        ,31.3%,27.8%,18.0%,15.9%,13.4%,12.8%,12.9%,19.2%,22.2%,20.8%,22.2%,17.5%,18.9%,14.7%
MJD         ,,,,,,0.1%,0.4%,11.2%,23.8%,28.3%,169.2%,685.9%,17.6%,55.6%
MK          ,38.6%,9.5%,7.8%,4.1%,5.0%,4.1%,3.0%,1.6%,0.8%,2.2%,2.0%,1.0%,0.6%,4.6%
ML          ,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
MODERN      ,8.6%,3.5%,3.5%,3.2%,2.1%,1.4%,0.7%,1.4%,1.0%,1.1%,0.9%,1.0%,0.7%,1.1%
MOONG       ,,,,,,,,13.1%,3.4%,2.5%,1.5%,2.5%,3.8%,3.3%
MPIC        ,,-1.8%,-2.2%,-3.0%,-5.1%,-9.9%,-9.3%,149.5%,48.0%,35.4%,-13.3%,-16.1%,-13.9%,-0.6%
MSC         ,46.2%,37.8%,25.4%,12.5%,8.9%,8.6%,7.4%,10.1%,5.4%,8.8%,5.2%,7.0%,11.5%,9.5%
MTI         ,,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NBC         ,,,,,,,,,0.0%,0.3%,0.5%,1.9%,35.1%,199.6%
NC          ,83.6%,78.7%,345.8%,-165.9%,176.9%,74.8%,42.9%,33.7%,12.6%,9.4%,10.7%,12.4%,11.4%,19.5%
NCH         ,,,7.0%,19.2%,49.0%,-365.0%,-6283.5%,30.0%,14.1%,5.4%,7.7%,14.7%,29.2%,35.6%
NEP         ,20.2%,31.8%,45.6%,31.8%,15.7%,29.0%,-21.0%,-546.8%,43.3%,-46.2%,0.6%,-7.5%,-2.8%,-4.1%
NEW         ,48.1%,-50.5%,-12.9%,-9085.7%,339.7%,44.4%,81.3%,36.7%,30.0%,88.9%,46.0%,28.7%,32.0%,17.8%
NFC         ,-153.8%,-158.9%,-17.7%,-24.4%,-4.3%,-10.2%,-80.2%,39.4%,-70.0%,-4.2%,-4.8%,-7.6%,-5.1%,11.2%
NINE        ,,,,,,,,,2.1%,6.4%,6.3%,5.4%,16.8%,-8.1%
NKI         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NMG         ,-4185.9%,49.5%,52.6%,139.9%,307.6%,-31.6%,124.1%,126.2%,20.4%,38.3%,29.5%,18.0%,41.4%,180.6%
NNCL        ,,,0.8%,1.8%,2.1%,4.8%,25.4%,50.1%,17.0%,31.2%,16.2%,9.3%,-14.9%,-61.3%
NOBLE       ,13.0%,3.4%,1.6%,6.4%,7.1%,8.9%,6.0%,11.6%,5.1%,11.4%,15.7%,25.4%,39.7%,-35.6%
NPK         ,,,,,,,,,,11.1%,10.4%,21.2%,17.1%,13.2%
NSI         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
NTV         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,1.2%,0.0%,0.0%,0.0%,0.4%,1.0%,0.0%
NUSA        ,-2.0%,-6.2%,-13.5%,-26.6%,-53.7%,-270.2%,396.7%,0.0%,3.3%,8.7%,6.6%,-34.5%,15.9%,39.1%
NWR         ,-3.7%,-8.7%,1735.6%,-10.2%,-20.8%,-3.9%,13.3%,41.2%,47.4%,50.3%,18.4%,60.8%,100.0%,5517.0%
OCC         ,2.4%,0.8%,2.0%,2.1%,0.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
OGC         ,3.6%,3.1%,1.0%,4.9%,15.2%,11.2%,15.3%,102.8%,20.8%,40.8%,-281.1%,5343.5%,44.8%,19.4%
OHTL        ,10.5%,15.5%,8.3%,6.5%,7.9%,7.2%,7.2%,15.9%,11.0%,8.2%,4.9%,4.3%,5.8%,5.4%
OISHI       ,,,3.6%,0.8%,3.6%,0.5%,0.1%,0.0%,0.0%,1.8%,6.8%,17.0%,16.3%,13.0%
PAE         ,-399.0%,600.8%,11.9%,-8.7%,32.8%,-5.9%,-2.2%,-12.4%,-28.8%,43.1%,-15.8%,-10.6%,-8.8%,-32.7%
PAF         ,26.6%,-4.8%,17.9%,-37.4%,35.2%,285.1%,142.1%,-40.7%,-20.5%,-153.4%,-13.7%,16.8%,43.9%,10.3%
PAP         ,,,3.6%,104.8%,10.7%,29.4%,18.6%,16.5%,10.7%,11.8%,15.4%,9.8%,18.6%,135.0%
PATO        ,4.6%,1.8%,3.9%,3.0%,4.1%,3.7%,3.9%,0.5%,0.6%,0.7%,0.6%,0.7%,0.7%,0.5%
PB          ,4.7%,3.1%,1.2%,1.0%,3.4%,2.8%,2.3%,1.6%,1.4%,1.4%,1.6%,1.4%,1.2%,0.9%
PDI         ,0.0%,98.6%,10.7%,2.8%,0.5%,0.1%,-1.1%,2.3%,-0.3%,-11.0%,-2.3%,-0.8%,1.3%,1.2%
PE          ,224.0%,426.6%,75.3%,16.7%,17.0%,23.4%,107.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PERM        ,,,,10.8%,44.0%,63.4%,106.6%,-121.7%,45.0%,53.5%,48.0%,91.0%,73.7%,-48.4%
PF          ,0.0%,1.1%,9.0%,18.8%,89.2%,34.6%,23.9%,34.1%,39.7%,39.1%,62.4%,87.7%,48.2%,69.4%
PG          ,4.7%,2.3%,1.4%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PHOL        ,,,,,,,,,8.9%,9.6%,5.6%,4.9%,5.2%,9.0%
PICO        ,,,2.6%,0.6%,0.6%,1.3%,0.6%,-2.0%,1.7%,5.9%,8.8%,1.1%,35.8%,1.3%
PL          ,0.0%,30.0%,27.1%,34.1%,37.9%,35.0%,37.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
PLE         ,1.9%,1.2%,1.2%,8.6%,13.7%,18.3%,-50.6%,-26.4%,38.4%,-54.9%,128.4%,83.7%,82.0%,-13.4%
PM          ,,,,,,,4.8%,2.2%,2.1%,1.5%,1.1%,0.9%,0.9%,0.8%
POMPUI      ,-180.9%,-159.0%,-5.5%,-913.7%,-17151.2%,121.2%,107.7%,101.7%,76.7%,28.3%,71.8%,74.1%,200.2%,24.9%
POST        ,0.4%,0.7%,0.0%,0.3%,2.1%,32.8%,47.4%,-27.5%,18.6%,18.7%,13.5%,13.7%,-20.7%,-20.8%
PPM         ,,,11.0%,43.6%,13.9%,20.9%,57.9%,56.2%,7.4%,26.0%,16.0%,15.5%,35.6%,-190.3%
PR          ,20.4%,20.0%,0.0%,0.0%,0.1%,0.0%,0.9%,0.3%,0.1%,0.3%,0.6%,0.4%,0.1%,0.1%
PRANDA      ,21.4%,15.5%,11.2%,10.0%,10.5%,10.6%,24.0%,12.4%,10.3%,7.2%,9.6%,39.3%,41.6%,-990.4%
PREB        ,,,,8.4%,-72.9%,-191.8%,13.1%,17.6%,2.2%,4.8%,2.4%,0.4%,1.1%,4.9%
PRECHA      ,-174.8%,-138.4%,10.9%,9.1%,73.7%,-35.8%,155.4%,16.0%,22.2%,13.9%,31.1%,65.7%,1009.3%,1922.3%
PRG         ,143.8%,14.5%,11.5%,28.3%,14.3%,22.2%,7.5%,10.4%,6.7%,9.9%,5.5%,5.9%,4.1%,4.6%
PRIN        ,,,,2.0%,1.1%,4.2%,11.9%,6.2%,3.5%,9.4%,3.8%,7.9%,24.9%,33.6%
PRO         ,,,3.2%,1.4%,-1.5%,-3.4%,-12.0%,-9.8%,-9.8%,-10.9%,-23.9%,-105.2%,63.5%,6.1%
PS          ,,,,5.1%,2.9%,2.9%,0.9%,1.0%,1.5%,3.4%,5.7%,5.5%,4.3%,3.3%
PSL         ,32.8%,15.4%,8.9%,6.0%,3.7%,2.8%,2.6%,7.9%,23.2%,37.8%,74.6%,45.7%,119.1%,-30.4%
PT          ,65.1%,-29.2%,-28.2%,22.1%,8.8%,12.8%,5.2%,-65.8%,8.7%,15.6%,24.9%,14.0%,9.4%,8.0%
PTL         ,,,,3.5%,4.3%,18.9%,10.0%,17.1%,9.8%,2.3%,3.9%,18.8%,-32.1%,35.8%
PTT         ,19.5%,12.1%,8.8%,7.2%,6.8%,6.3%,8.7%,12.2%,10.3%,9.7%,10.3%,11.1%,17.7%,35.1%
PTTEP       ,7.5%,6.6%,4.8%,3.2%,2.2%,1.7%,1.1%,4.4%,3.7%,4.5%,5.5%,5.7%,12.9%,-140.2%
PTTGC       ,,,,,,,,,,36.4%,15.0%,14.9%,28.0%,18.5%
PYLON       ,,,,2.2%,5.5%,9.2%,3.5%,5.6%,6.2%,2.2%,3.5%,1.1%,0.9%,1.0%
Q-CON       ,,,0.3%,56.9%,-473.6%,-138.2%,223.5%,65.6%,28.1%,8.5%,0.7%,3.0%,3.2%,110.8%
QH          ,24.3%,13.9%,10.3%,10.8%,13.2%,8.9%,9.1%,10.4%,9.0%,23.0%,8.5%,5.5%,6.0%,8.3%
QLT         ,,,,,,,,0.9%,0.5%,0.3%,0.3%,0.5%,0.4%,0.9%
QTC         ,,,,,,,,,,5.8%,4.7%,6.9%,9.7%,5.5%
RAM         ,23.6%,17.1%,12.2%,13.8%,11.9%,14.9%,11.5%,13.1%,8.1%,6.1%,5.2%,8.2%,7.5%,8.5%
RATCH       ,28.5%,23.7%,15.8%,16.4%,18.9%,18.7%,16.2%,10.2%,9.5%,22.8%,21.4%,17.9%,17.0%,23.9%
RCI         ,-110.7%,27.4%,15.1%,20.0%,29.9%,-135.7%,-38.3%,-60.0%,-35.2%,-31.2%,215.5%,44.5%,90.8%,-56.8%
RCL         ,32.1%,36.6%,9.6%,9.0%,13.4%,10.9%,-93.2%,-11.8%,44.9%,-84.2%,-18.9%,-11.5%,30.3%,24.5%
RICH        ,,,,,24.9%,-443.3%,-179.4%,77.7%,40.3%,-99.9%,-304.8%,-150.4%,37.4%,-322.2%
RML         ,-10.9%,0.2%,2.2%,7.7%,-39.5%,-194.5%,50.5%,-145.5%,48.7%,-73.1%,25.6%,14.8%,7.5%,11.8%
ROBINS      ,4.9%,1.4%,0.4%,0.3%,1.2%,0.3%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,1.5%,2.7%
ROCK        ,86.8%,44.4%,62.9%,24.5%,30.3%,26.8%,33.3%,326.5%,15.4%,-41.0%,15.1%,63.4%,877.3%,19.1%
ROH         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-0.4%,-8.8%,-13.5%,-49.5%,425.4%,-3.3%,0.5%
ROJNA       ,26.2%,18.2%,19.2%,21.2%,23.8%,29.9%,35.4%,33.4%,25.8%,-91.6%,31.8%,43.7%,51.0%,65.3%
RPC         ,,12.7%,3.4%,4.1%,15.3%,5.5%,-16.8%,15.3%,20.9%,18.9%,-10.4%,-1.4%,-0.8%,6.3%
RS          ,,4.3%,-5.6%,-1.7%,6.2%,-16.0%,-11.2%,28.1%,3.5%,0.8%,1.9%,3.5%,4.9%,40.4%
S & J       ,8.0%,5.5%,4.7%,9.7%,15.0%,7.2%,5.9%,3.5%,3.1%,7.1%,11.7%,14.4%,11.5%,7.3%
SABINA      ,,,,,,,7.3%,18.2%,17.6%,12.3%,11.2%,8.9%,6.7%,4.0%
SAFARI      ,-59.0%,-80.5%,-200.5%,-81.5%,-120.2%,-202.5%,432.9%,74.9%,14.1%,73.8%,50.3%,41.6%,104.9%,58.8%
SALEE       ,,,,11.3%,37.3%,88.6%,39.4%,13.0%,2.8%,4.5%,2.5%,3.7%,10.1%,12.8%
SAM         ,,,13.3%,74.0%,69.1%,231.3%,128.5%,95.5%,80.2%,89.2%,41.3%,34.2%,28.7%,-134.9%
SAMART      ,-55.7%,42.0%,21.6%,24.0%,12.2%,31.1%,43.2%,33.2%,25.6%,21.7%,23.7%,18.0%,16.4%,33.1%
SAMCO       ,9.0%,5.4%,19.3%,19.7%,42.3%,25.7%,22.9%,11.6%,16.7%,67.6%,53.9%,25.2%,23.6%,18.5%
SAMTEL      ,18735.8%,35.4%,7.6%,11.2%,20.4%,39.8%,44.0%,23.0%,24.0%,16.1%,24.6%,26.5%,22.7%,29.7%
SAT         ,,,,14.0%,14.7%,14.1%,14.7%,23.9%,11.1%,19.8%,15.3%,13.0%,16.9%,14.5%
SAUCE       ,0.0%,0.0%,0.0%,0.0%,0.0%,29.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SAWANG      ,0.1%,0.6%,0.1%,2.1%,,0.0%,0.0%,0.0%,1.3%,0.1%,0.0%,0.0%,0.0%,0.0%
SC          ,,16.0%,12.6%,13.0%,16.8%,10.1%,7.4%,5.1%,3.9%,2.5%,3.8%,6.8%,8.2%,7.3%
SCB         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SCC         ,41.2%,26.8%,11.8%,10.0%,11.9%,11.6%,22.5%,14.5%,8.4%,16.2%,21.3%,16.1%,14.8%,13.2%
SCCC        ,17.3%,1.3%,1.2%,1.2%,1.5%,2.2%,3.6%,4.6%,4.7%,4.2%,5.7%,4.9%,5.6%,7.4%
SCG         ,,,22.1%,23.5%,26.8%,28.7%,30.7%,28.7%,31.6%,36.9%,33.0%,28.9%,35.1%,58.5%
SCP         ,39.7%,42.5%,24.8%,39.6%,68.5%,25.8%,25.3%,22.6%,13.5%,6.7%,2.0%,1.0%,1.1%,1.1%
SEAFCO      ,,,6.1%,5.1%,4.2%,29.4%,68.2%,25.2%,-106.7%,-171.1%,18.4%,12.1%,5.7%,7.3%
SE-ED       ,0.2%,0.1%,0.1%,0.1%,0.1%,0.1%,0.1%,0.4%,1.3%,1.4%,1.8%,6.8%,15.1%,23.3%
SENA        ,,,,,,,,5.5%,3.7%,4.1%,8.9%,11.8%,7.7%,15.7%
SF          ,,,0.1%,7.9%,5.6%,17.8%,21.3%,37.4%,12.9%,12.5%,6.6%,14.1%,10.4%,4.4%
SFP         ,1.3%,2.2%,21.3%,14.0%,82.6%,-358.7%,8.3%,3.0%,-60.1%,3.5%,6.0%,2.9%,-50.3%,-4.0%
SGF         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SGP         ,,,,,,,2.4%,2.4%,2.7%,24.5%,27.8%,21.0%,32617.8%,23.1%
SHANG       ,0.4%,1.1%,0.4%,0.0%,0.0%,0.0%,0.1%,-1.8%,-12.3%,-24.4%,7.9%,1.9%,0.0%,0.0%
SIAM        ,119.9%,41.0%,21.2%,13.4%,3.2%,4.7%,0.5%,2.8%,3.8%,3.6%,0.6%,7.2%,-1.7%,2.2%
SIM         ,,21.1%,11.2%,15.7%,16.7%,28.0%,58.2%,56.8%,42.7%,55.6%,41.3%,8.7%,15.0%,80.5%
SIMAT       ,,,,,,3.4%,3.0%,8.5%,35.3%,22.4%,11.3%,31.7%,-66.7%,-78.7%
SINGER      ,17.8%,8.4%,13.1%,43.5%,-14.6%,-27.3%,-1187.9%,65.5%,29.2%,28.6%,13.5%,12.5%,16.6%,23.0%
SIRI        ,48.8%,10.3%,18.0%,9.4%,10.0%,6.1%,5.3%,4.6%,8.6%,7.4%,7.8%,21.0%,13.0%,13.3%
SIS         ,,,25.9%,25.0%,32.5%,23.3%,10.4%,8.5%,8.4%,17.6%,-17.9%,25.7%,27.5%,21.7%
SITHAI      ,17.5%,25.8%,9.5%,7.4%,5.6%,7.4%,17.3%,37.8%,17.1%,17.9%,16.7%,22.6%,23.7%,22.6%
SKR         ,15.9%,26.2%,16.6%,13.1%,22.3%,17.3%,12.1%,8.6%,8.5%,9.6%,11.3%,11.2%,7.7%,18.6%
SMIT        ,,,,7.5%,7.9%,8.4%,12.8%,28.4%,3.9%,3.4%,3.0%,1.0%,0.4%,0.4%
SMK         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
SMM         ,,,,8.5%,-49.7%,-103.7%,-13.4%,27.6%,36.2%,61.5%,29.4%,39.4%,178.2%,-127.5%
SMPC        ,24.6%,-0.6%,45.1%,60.2%,94.6%,61.1%,5.3%,9.7%,202.7%,19.6%,16.2%,14.6%,6.2%,3.9%
SMT         ,,,,,,,,18.7%,6.6%,-1.2%,2.9%,20.7%,-22.0%,-53.7%
SNC         ,,,3.3%,3.5%,4.9%,9.8%,8.1%,2.5%,0.0%,0.0%,0.3%,1.3%,4.0%,3.8%
SOLAR       ,,,,5.3%,16.0%,-7.2%,56.8%,-2.9%,-9.2%,20.3%,2.4%,2.0%,19.0%,-55.7%
SORKON      ,100.1%,180.8%,58.2%,56.8%,55.4%,108.7%,69.7%,42.2%,33.0%,30.2%,16.4%,14.2%,10.5%,13.5%
SPACK       ,,,4.9%,7.6%,11.3%,10.0%,9.9%,4.4%,3.5%,5.6%,34.3%,-576.0%,-59.6%,-334.2%
SPALI       ,24.5%,4.5%,2.2%,2.5%,3.3%,5.9%,5.4%,2.5%,1.9%,3.6%,3.4%,2.3%,3.1%,4.6%
SPC         ,27.2%,21.3%,5.0%,3.6%,5.3%,2.4%,1.9%,0.5%,0.1%,0.1%,0.1%,0.2%,0.3%,0.2%
SPCG        ,,,,,,,,,,,52.4%,46.1%,34.2%,27.3%
SPG         ,0.0%,0.1%,0.2%,0.5%,0.3%,0.8%,0.6%,0.2%,0.4%,0.2%,0.1%,0.1%,0.1%,0.0%
SPI         ,11.8%,12.5%,8.4%,7.3%,9.6%,9.9%,5.6%,4.0%,2.1%,2.9%,3.7%,4.4%,4.8%,3.4%
SPORT       ,61.6%,43.5%,28.7%,17.5%,15.9%,68.0%,39.5%,37.7%,30.9%,38.3%,48.0%,65.8%,-97.0%,222.0%
SPPT        ,,,,0.3%,0.1%,2.3%,11.0%,8.9%,3.0%,-1.7%,2.0%,33.2%,-25.5%,-26.4%
SSC         ,1.3%,1.2%,0.9%,0.7%,0.8%,0.0%,0.0%,0.0%,0.0%,0.0%,0.7%,-2.0%,375.6%,-2.7%
SSF         ,26.5%,66.7%,10.6%,14.6%,18.1%,11.3%,4.6%,1.9%,6.3%,2.6%,1.7%,8.7%,2.4%,2.5%
SSI         ,20.6%,12.9%,6.8%,-248.7%,37.1%,56.4%,-16.1%,43.3%,25.0%,297.6%,-31.4%,-67.6%,-196.1%,-497.6%
SSSC        ,87.0%,42.3%,24.7%,30.5%,30.9%,31.6%,19.8%,41.3%,9.0%,12.7%,11.5%,9.4%,10.0%,10.5%
SST         ,0.1%,0.0%,0.0%,0.0%,0.5%,11.7%,7.9%,4.5%,19.2%,8.8%,-372.9%,3165.8%,20.1%,225.8%
STA         ,26.5%,35.6%,18.9%,132.3%,42.5%,79.5%,49.6%,12.6%,8.7%,31.1%,31.8%,35.2%,38.1%,41.4%
STANLY      ,1.4%,1.3%,0.5%,0.3%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
STAR        ,,,,32.3%,53.0%,35.7%,55.3%,37.3%,54.6%,-209.8%,-65.0%,309.8%,-131.3%,-48.9%
STEC        ,1.1%,2.4%,20.2%,13.1%,-6.2%,75.3%,34.8%,8.9%,2.4%,1.3%,1.2%,1.3%,0.9%,0.7%
STHAI       ,,,-70.2%,-202.8%,-13.8%,-86.8%,-63.0%,-550.7%,-56.4%,328.7%,-17.6%,-76.4%,-67.7%,25.6%
STPI        ,-10.6%,10.9%,-27.5%,6.4%,2.3%,24.2%,0.3%,0.2%,0.1%,0.3%,0.3%,0.3%,0.1%,0.1%
SUC         ,6.2%,3.6%,9.5%,9.4%,6.6%,9.5%,18.9%,6.4%,2.5%,2.0%,5.0%,4.6%,2.7%,2.6%
SUPER       ,,,,29.1%,-42.5%,-28.5%,-29.5%,-30.2%,-25.7%,629.0%,34.4%,1.5%,-71.2%,-40.7%
SUSCO       ,21.0%,26.0%,18.1%,21.8%,1695.9%,-139.5%,105.0%,17.9%,10.4%,12.2%,4.2%,33.7%,18.9%,26.4%
SVH         ,297.1%,186.6%,23.5%,46.3%,34.5%,23.3%,11.7%,8.7%,4.0%,0.7%,0.1%,0.1%,0.0%,0.0%
SVI         ,24.5%,1.8%,2.1%,2.3%,2.6%,0.7%,2.0%,3.2%,2.8%,-1.8%,2.9%,1.2%,-1.4%,0.3%
SVOA        ,8.4%,24.5%,18.4%,36.1%,30.6%,22.0%,33.1%,34.2%,37.2%,41.9%,63.4%,62.0%,44.2%,19.9%
SWC         ,,,4.2%,1.9%,3.9%,0.6%,4.9%,2.3%,0.5%,0.0%,0.0%,0.0%,0.4%,0.0%
SYMC        ,,,,,,,,,0.1%,0.1%,0.1%,2.9%,17.9%,36.8%
SYNEX       ,,,,,,,23.2%,11.5%,7.8%,9.1%,8.9%,7.8%,9.0%,6.9%
SYNTEC      ,1.4%,,-23.1%,-57.4%,12.7%,14.1%,15.6%,12.8%,15.6%,23.8%,-36.5%,40.6%,9.3%,6.5%
TAPAC       ,,,,21.7%,30.2%,105.4%,24.5%,13.9%,11.1%,19.6%,16.8%,32.8%,23.9%,38.6%
TASCO       ,79.9%,-1705.5%,79.0%,34.8%,29.4%,31.0%,-25.0%,31.5%,19.6%,22.7%,26.0%,16.5%,14.3%,2.3%
TBSP        ,0.5%,0.6%,0.4%,1.6%,0.2%,0.0%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,2.0%,3.8%
TC          ,13.3%,12.0%,34.2%,40.3%,-48.6%,-39.6%,10.6%,5.0%,6.8%,4.8%,5.5%,-55.4%,3.6%,2.5%
TCAP        ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TCB         ,2.2%,1.1%,0.9%,1.4%,5.1%,2.7%,6.8%,1.3%,1.0%,14.2%,21.2%,15.8%,13.7%,10.3%
TCC         ,-55.9%,-74.3%,59.2%,-44.2%,-2.8%,-38.7%,-10.1%,-0.6%,0.5%,1.9%,56.0%,-0.1%,0.0%,0.0%
TCCC        ,51.7%,28.5%,15.9%,13.4%,16.6%,12.2%,33.4%,18.1%,2.6%,6.8%,4.7%,2.7%,3.2%,0.9%
TCJ         ,-18.3%,-505.4%,15.3%,22.9%,19.0%,42.1%,-55.2%,-1128.8%,51.8%,46.3%,32.4%,32.9%,39.8%,49.0%
TCMC        ,71.7%,59.9%,30.3%,28.2%,31.2%,26.8%,19.7%,20.9%,19.6%,-4.7%,2.9%,19.1%,10.9%,14.6%
TCOAT       ,30.1%,23.6%,9.2%,13.5%,21.9%,8.7%,10.2%,1.2%,2.8%,15.8%,12.9%,12.7%,-147.3%,7.3%
TEAM        ,,,8.2%,4.4%,2.8%,1.9%,10.0%,-12.6%,2.7%,12.7%,2.7%,1.0%,0.9%,-1.8%
TF          ,0.0%,0.0%,0.0%,0.1%,0.3%,0.1%,0.4%,0.3%,0.3%,0.3%,0.3%,0.3%,0.6%,0.5%
TFD         ,56.1%,-53.1%,42.1%,28.3%,22.9%,15.4%,53.9%,64.1%,283.7%,27.8%,11.3%,36.6%,334.9%,1167.1%
TFI         ,39.2%,45.3%,-90.6%,-65.3%,-103.9%,488.5%,49.5%,2729.2%,186.2%,69.1%,,-148.7%,-58.9%,80.5%
TGCI        ,29.0%,16.3%,318.6%,-3627.0%,-99.5%,,-108.0%,98.5%,21.8%,21.7%,20.2%,10.6%,0.6%,0.1%
TGPRO       ,-8.3%,-9.6%,104.0%,-27.4%,6.1%,64.9%,-13.1%,-101.1%,-18.4%,0.1%,2.8%,17.4%,45.1%,-17.7%
TH          ,28.6%,6.7%,14.8%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-41.1%,20.9%,0.0%
THAI        ,28.6%,19.5%,23.9%,30.4%,25.8%,34.1%,-30.3%,41.4%,22.8%,-250.1%,45.1%,-88.1%,-57.0%,-71.8%
THANA       ,,,,,,,,14.1%,7.0%,54.2%,204.4%,35.5%,75.0%,52.2%
