Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
LHK         ,,,,,,,3.1%,-2.6%,5.1%,5.7%,4.2%,5.3%,4.4%,4.0%
LOXLEY      ,19.3%,4.4%,1.9%,-6.1%,5.7%,2.0%,-18.8%,3.4%,-1.3%,2.0%,3.5%,3.7%,2.3%,1.7%
LPN         ,15.2%,23.9%,18.1%,16.4%,15.2%,13.6%,16.5%,15.8%,16.3%,15.4%,16.4%,16.2%,15.6%,14.5%
LRH         ,5.3%,16.5%,22.4%,-0.6%,18.1%,18.0%,15.7%,3.0%,22.7%,-5.9%,1.0%,2.4%,0.4%,3.1%
LST         ,4.7%,6.1%,2.6%,1.0%,4.3%,2.7%,3.7%,5.2%,2.6%,1.9%,3.6%,3.4%,4.5%,3.8%
LTX         ,8.7%,7.4%,7.7%,6.1%,6.2%,4.0%,1.9%,1.6%,4.9%,4.9%,1.6%,7.5%,4.9%,3.8%
MACO        ,,,,,,,,,,,,23.3%,20.0%,23.7%
MAJOR       ,17.3%,17.2%,-16.2%,11.1%,12.8%,18.2%,10.9%,5.7%,11.7%,11.0%,10.7%,12.8%,12.0%,12.7%
MAKRO       ,2.4%,2.3%,2.4%,2.2%,2.1%,2.0%,2.3%,1.9%,2.1%,2.6%,3.1%,3.3%,3.4%,3.4%
MALEE       ,-5.2%,-3.0%,0.7%,0.1%,0.6%,-2.3%,-7.9%,4.2%,3.7%,6.1%,10.3%,5.4%,6.3%,6.0%
MANRIN      ,20.0%,21.4%,12.9%,21.9%,22.5%,8.7%,-41.7%,-27.6%,28.3%,-23.0%,-50.4%,-65.0%,-10.8%,-6.3%
MATCH       ,,,,-9.3%,-21.3%,-6.9%,4.3%,-4.7%,4.2%,2.3%,10.0%,11.3%,4.2%,-8.3%
MATI        ,7.9%,10.6%,6.4%,6.6%,7.0%,11.1%,8.8%,8.0%,8.8%,6.2%,7.1%,6.8%,-4.1%,-9.6%
MAX         ,-208.6%,-138.5%,2.9%,,9.1%,9.6%,-0.2%,-68.0%,-2.5%,3.9%,-19.1%,-11.0%,-7.0%,-13.2%
MBAX        ,,,,,,2.7%,1.9%,2.0%,-2.2%,-1.3%,4.3%,0.6%,2.4%,4.4%
MBK         ,20.7%,22.4%,22.8%,22.1%,22.5%,21.7%,22.3%,20.3%,29.7%,15.2%,20.7%,31.3%,15.8%,14.9%
MBKET       ,,32.8%,32.5%,30.0%,27.0%,27.9%,27.1%,27.8%,25.9%,19.9%,22.3%,,28.1%,24.4%
M-CHAI      ,8.0%,5.9%,4.4%,5.9%,4.5%,3.6%,4.6%,4.8%,5.9%,7.1%,8.8%,8.9%,6.4%,8.6%
MCOT        ,,,32.9%,31.7%,34.6%,28.1%,28.2%,28.6%,25.2%,25.5%,29.6%,25.5%,11.3%,1.5%
MCS         ,,,,12.0%,11.5%,12.5%,11.0%,14.3%,26.3%,14.1%,6.3%,16.1%,7.7%,16.9%
MDX         ,-169.5%,23.9%,20.1%,51.1%,685.9%,25.4%,19.3%,4.4%,25.7%,18.4%,34.4%,18.3%,25.3%,22.1%
METCO       ,6.0%,5.8%,5.8%,4.7%,2.3%,3.0%,3.3%,0.3%,4.3%,1.9%,-3.8%,-7.3%,3.2%,4.4%
MFC         ,18.2%,35.7%,33.9%,23.7%,21.0%,21.8%,12.8%,20.8%,26.1%,25.0%,23.7%,28.9%,25.1%,21.2%
MFEC        ,,9.5%,9.4%,5.1%,4.2%,5.3%,6.0%,3.8%,2.6%,4.9%,4.9%,4.8%,5.2%,5.8%
MIDA        ,,13.8%,9.4%,9.9%,11.3%,0.7%,2.7%,1.9%,4.5%,5.9%,-17.9%,8.9%,3.6%,3.0%
MILL        ,,,,,,,3.6%,1.8%,1.2%,0.7%,0.5%,-0.8%,-9.5%,5.5%
MINT        ,12.6%,8.6%,8.6%,10.2%,10.3%,11.5%,11.5%,8.1%,6.5%,10.2%,10.3%,11.1%,11.1%,14.6%
MJD         ,,,,,,12.6%,16.8%,13.6%,6.4%,6.8%,-3.5%,-4.8%,10.7%,3.5%
MK          ,16.3%,49.7%,25.8%,30.1%,20.2%,16.3%,18.5%,21.4%,20.2%,13.6%,14.7%,15.3%,18.8%,15.7%
ML          ,,,14.0%,14.9%,14.2%,10.6%,10.2%,17.4%,28.5%,25.0%,29.1%,23.5%,17.9%,20.0%
MODERN      ,5.0%,9.0%,9.6%,10.2%,12.6%,11.6%,13.3%,12.5%,13.8%,12.2%,12.8%,11.6%,18.1%,15.3%
MOONG       ,,,,,,,,10.4%,10.6%,9.6%,7.3%,7.5%,7.6%,10.0%
MPIC        ,,-17.9%,-33.5%,-28.5%,-29.4%,-31.2%,-77.6%,-0.4%,3.8%,5.8%,-31.2%,-31.8%,-21.4%,-18.2%
MSC         ,1.4%,1.4%,1.7%,3.0%,3.6%,2.8%,2.5%,1.3%,2.2%,1.7%,3.4%,3.0%,2.5%,2.9%
MTI         ,,,,,,,-1.3%,7.6%,10.5%,1.3%,-17.5%,13.8%,15.1%,14.1%
NBC         ,,,,,,,,,16.0%,13.0%,6.5%,7.5%,1.4%,-2.4%
NC          ,0.9%,1.4%,-3.2%,-9.1%,-2.5%,1.7%,4.5%,3.8%,8.0%,6.3%,6.9%,5.3%,4.4%,1.7%
NCH         ,,,7.9%,6.5%,4.4%,-7.3%,-5.9%,6.5%,7.2%,9.4%,6.4%,6.3%,6.2%,5.8%
NEP         ,7.9%,11.2%,19.8%,8.9%,11.6%,5.6%,-19.2%,-9.0%,10.1%,-7.0%,53.3%,-15.6%,-67.6%,-34.6%
NEW         ,7.5%,-19.3%,-29.6%,186.3%,-3.8%,5.4%,0.8%,4.8%,3.7%,-0.4%,1.7%,4.1%,3.8%,4.0%
NFC         ,-71.2%,-85.8%,286.0%,-13.5%,-77.4%,-142.8%,-22.7%,18.5%,-45.5%,-27.8%,-19.8%,-9.3%,-12.3%,4.9%
NINE        ,,,,,,,,,7.2%,5.9%,7.9%,5.7%,0.6%,-8.1%
NKI         ,6.5%,13.3%,13.5%,14.0%,12.9%,22.1%,8.3%,9.2%,10.4%,-10.9%,2.0%,11.2%,10.5%,1.9%
NMG         ,-8.3%,4.8%,3.4%,-9.6%,-5.0%,-24.9%,-1.8%,-2.1%,10.3%,3.7%,6.2%,8.2%,2.2%,1.1%
NNCL        ,,,14.1%,26.3%,22.0%,28.8%,10.5%,4.0%,16.7%,5.0%,19.3%,22.3%,-67.4%,-12.8%
NOBLE       ,22.6%,23.6%,18.4%,18.1%,14.0%,10.5%,14.5%,16.4%,19.2%,11.6%,12.2%,10.0%,6.9%,-104.6%
NPK         ,,,,,,,,,,16.2%,11.3%,5.7%,6.5%,7.4%
NSI         ,-3.5%,-18.3%,-3.5%,3.7%,0.5%,-3.1%,4.9%,5.6%,8.3%,9.0%,4.5%,11.4%,9.8%,8.5%
NTV         ,9.5%,12.4%,11.6%,11.3%,14.0%,13.3%,13.5%,13.4%,14.0%,11.1%,14.2%,13.4%,14.0%,15.6%
NUSA        ,-4.9%,-34.2%,-35.5%,-63.2%,-232.5%,-1168.0%,2106.7%,-39.4%,13.8%,7.1%,14.2%,-14.6%,4.5%,4.2%
NWR         ,-27.6%,-11.8%,0.8%,-3.1%,-2.4%,-27.9%,5.6%,2.9%,1.3%,2.2%,7.4%,0.8%,0.1%,-2.3%
OCC         ,8.0%,7.0%,4.7%,6.5%,6.4%,4.2%,5.3%,6.0%,5.9%,7.1%,6.5%,6.5%,6.5%,5.7%
OGC         ,17.8%,13.5%,14.1%,12.6%,8.7%,8.0%,5.2%,-0.1%,5.0%,2.8%,-3.6%,-2.1%,2.2%,6.7%
OHTL        ,16.8%,12.3%,18.0%,17.4%,17.6%,15.9%,13.8%,7.2%,5.6%,6.6%,13.3%,14.7%,9.1%,8.6%
OISHI       ,,,14.8%,13.3%,4.8%,11.9%,9.9%,10.5%,10.9%,8.4%,5.6%,3.7%,4.2%,5.5%
PAE         ,-210.0%,-95.3%,1216.7%,-17.1%,1.2%,-9.5%,-31.1%,-18.8%,-17.7%,2.5%,-19.6%,-47.3%,-53.2%,-24.5%
PAF         ,1.9%,-18.1%,3.6%,-2.4%,1.7%,-2.0%,-0.5%,-5.5%,-16.8%,-3.4%,-40.5%,12.0%,5.0%,21.3%
PAP         ,,,13.9%,-0.3%,6.1%,2.6%,3.0%,3.9%,4.5%,4.5%,3.6%,5.5%,2.6%,-0.6%
PATO        ,6.0%,8.0%,3.2%,11.4%,7.8%,12.7%,14.8%,18.2%,20.2%,17.9%,20.4%,18.3%,17.8%,15.4%
PB          ,6.2%,7.1%,7.4%,8.9%,10.9%,10.1%,10.9%,13.0%,13.4%,14.8%,14.4%,14.7%,15.1%,17.6%
PDI         ,-0.7%,0.0%,3.8%,9.1%,17.0%,7.6%,3.2%,4.4%,5.1%,0.1%,-7.4%,-9.6%,8.2%,2.7%
PE          ,219.6%,-2.5%,0.2%,21.0%,34.5%,23.5%,-0.9%,1.8%,-1.1%,7.7%,8.2%,5.3%,-14.7%,-25.8%
PERM        ,,,,3.4%,1.3%,1.0%,-0.5%,-3.3%,1.4%,0.8%,1.2%,0.1%,0.3%,-5.7%
PF          ,64.4%,28.0%,22.4%,18.9%,0.3%,6.5%,10.6%,6.8%,6.3%,5.9%,2.5%,0.7%,3.1%,2.8%
PG          ,9.2%,9.3%,10.7%,14.2%,13.5%,12.3%,10.9%,12.5%,11.7%,8.4%,9.2%,7.6%,4.8%,1.3%
PHOL        ,,,,,,,,,6.1%,4.0%,5.6%,6.5%,4.8%,3.7%
PICO        ,,,6.4%,5.8%,6.4%,4.8%,6.3%,-5.1%,5.4%,5.4%,5.0%,3.5%,-0.5%,5.3%
PL          ,13.1%,14.3%,14.1%,11.6%,10.2%,15.9%,12.6%,10.6%,13.5%,6.7%,7.3%,6.2%,3.8%,4.6%
PLE         ,13.1%,8.0%,6.5%,4.6%,1.5%,1.8%,-4.9%,-13.8%,2.8%,-3.3%,-0.6%,0.2%,0.5%,-30.3%
PM          ,,,,,,,12.9%,11.0%,7.3%,8.5%,10.4%,10.4%,10.5%,10.1%
POMPUI      ,4.5%,29.2%,-87.8%,-14.0%,-11.8%,-1.1%,-0.4%,-0.1%,1.1%,7.9%,1.2%,0.8%,-1.3%,4.5%
POST        ,9.0%,6.8%,10.3%,6.6%,5.8%,2.1%,0.7%,-6.0%,4.5%,2.5%,5.2%,5.2%,-7.4%,-11.4%
PPM         ,,,3.8%,1.4%,5.6%,3.1%,0.6%,0.8%,4.0%,1.9%,3.9%,2.5%,1.1%,-1.3%
PR          ,2.4%,2.1%,13.0%,14.8%,16.2%,13.2%,15.7%,23.2%,22.1%,25.1%,24.5%,25.7%,30.0%,32.0%
PRANDA      ,15.0%,11.8%,10.8%,10.0%,10.3%,9.1%,4.5%,6.9%,6.0%,10.7%,10.6%,4.4%,4.1%,-1.9%
PREB        ,,,,3.9%,-2.3%,-1.6%,1.9%,0.8%,3.2%,3.4%,4.6%,4.3%,4.9%,7.2%
PRECHA      ,26.1%,59.4%,73.0%,14.7%,1.0%,-35.8%,-3.6%,16.4%,8.8%,10.4%,2.7%,3.6%,-6.3%,-7.7%
PRG         ,-0.9%,9.7%,10.8%,4.3%,9.6%,7.6%,13.9%,9.4%,7.9%,6.3%,9.9%,11.7%,14.3%,11.2%
PRIN        ,,,,13.1%,15.1%,3.0%,7.2%,9.8%,12.8%,9.0%,12.6%,7.7%,3.0%,2.5%
PRO         ,,,29.6%,17.0%,-91.4%,-113.7%,-28.7%,-113.5%,-92.6%,-171.3%,-138.1%,-25.7%,5.1%,31.2%
PS          ,,,,16.7%,15.9%,14.0%,18.2%,19.0%,14.9%,12.1%,14.4%,14.9%,15.5%,14.9%
PSL         ,14.8%,38.5%,54.4%,55.7%,40.2%,46.0%,57.0%,47.4%,26.6%,20.9%,3.7%,10.9%,-1.7%,-56.8%
PT          ,33.8%,-3.7%,-4.0%,8.0%,4.2%,1.3%,1.9%,-0.6%,1.8%,2.8%,3.3%,4.4%,5.7%,5.4%
PTL         ,,,,21.5%,16.4%,7.1%,12.5%,14.8%,14.2%,34.3%,13.3%,3.9%,-4.4%,3.1%
PTT         ,6.0%,7.7%,9.2%,8.9%,7.5%,6.3%,2.6%,3.7%,4.3%,4.3%,3.7%,3.3%,1.9%,1.0%
PTTEP       ,38.1%,32.5%,32.8%,34.1%,30.6%,29.4%,29.8%,18.4%,28.3%,25.8%,26.3%,24.5%,8.3%,-16.3%
PTTGC       ,,,,,,,,,,2.0%,5.9%,6.0%,2.6%,5.0%
PYLON       ,,,,12.4%,3.5%,2.9%,8.0%,3.6%,5.1%,8.0%,5.9%,12.2%,14.2%,16.3%
Q-CON       ,,,33.7%,3.2%,-8.9%,-11.9%,-2.9%,2.4%,5.3%,6.1%,18.3%,10.3%,6.0%,0.4%
QH          ,15.6%,19.4%,13.4%,10.2%,9.1%,10.1%,14.1%,14.3%,14.1%,8.0%,15.7%,15.8%,14.8%,14.3%
QLT         ,,,,,,,,25.0%,22.0%,26.1%,23.1%,20.8%,20.8%,20.1%
QTC         ,,,,,,,,,,11.7%,12.3%,9.2%,7.2%,9.6%
RAM         ,16.2%,13.8%,16.7%,11.7%,16.1%,13.5%,16.2%,17.3%,24.0%,27.5%,30.6%,24.7%,26.1%,25.7%
RATCH       ,16.8%,15.2%,16.1%,13.5%,11.8%,12.7%,14.8%,17.9%,11.8%,10.6%,12.9%,11.4%,10.6%,5.4%
RCI         ,69.6%,17.4%,12.8%,8.5%,6.0%,-5.4%,-12.0%,-9.0%,-11.4%,-14.7%,-2.0%,6.2%,0.4%,-8.5%
RCL         ,9.4%,5.9%,20.3%,22.1%,14.5%,17.5%,-4.0%,-25.5%,2.9%,-5.1%,-13.8%,-12.4%,2.7%,3.5%
RICH        ,,,,,1.9%,-2.0%,-4.4%,0.5%,2.7%,-9.2%,-12.2%,-9.9%,8.4%,-4.3%
RML         ,4531.7%,73.7%,34.3%,9.2%,-17.8%,-1.8%,5.1%,-8.2%,2.6%,-38.3%,9.0%,12.9%,18.4%,17.5%
ROBINS      ,176.5%,5.8%,7.2%,7.8%,18.7%,6.9%,7.4%,7.1%,10.2%,7.5%,8.6%,7.4%,7.1%,7.4%
ROCK        ,0.7%,4.1%,1.5%,4.5%,6.2%,4.2%,2.4%,-1.4%,6.6%,-8.2%,10.0%,-1.1%,-1.8%,4.9%
ROH         ,20.2%,12.2%,22.0%,23.0%,24.8%,20.6%,19.6%,-19.1%,-38.7%,-26.5%,-6.4%,-1.6%,-21.6%,9.8%
ROJNA       ,9.1%,11.9%,12.7%,14.0%,13.6%,14.1%,9.0%,10.7%,10.4%,-8.6%,15.4%,5.3%,6.2%,4.1%
RPC         ,,2.9%,4.3%,2.5%,0.9%,1.9%,-2.2%,2.2%,1.0%,0.7%,-1.9%,-4.0%,-7.5%,3.6%
RS          ,,5.5%,-5.5%,-15.8%,4.9%,-4.8%,-16.8%,3.4%,10.9%,7.6%,9.8%,11.3%,8.6%,3.2%
S & J       ,7.0%,6.9%,6.4%,5.7%,5.5%,6.2%,6.3%,6.6%,6.5%,5.2%,4.7%,4.2%,3.9%,4.8%
SABINA      ,,,,,,,9.1%,3.6%,2.7%,3.3%,4.5%,5.4%,6.8%,7.2%
SAFARI      ,-32.7%,-26.4%,-10.5%,-74.4%,-35.8%,-29.0%,-12.5%,-1.7%,46.7%,3.3%,6.7%,8.4%,-1.4%,2.6%
SALEE       ,,,,7.5%,5.6%,0.7%,4.4%,10.7%,12.0%,8.8%,15.4%,15.9%,10.5%,3.2%
SAM         ,,,5.1%,0.2%,0.6%,-1.9%,-1.4%,0.1%,0.7%,0.4%,4.3%,4.4%,3.1%,-1.8%
SAMART      ,-8.3%,14.7%,3.7%,3.1%,6.4%,2.9%,1.6%,2.6%,3.9%,4.2%,6.3%,6.5%,6.1%,4.3%
SAMCO       ,23.8%,21.4%,10.6%,10.6%,5.9%,7.6%,10.6%,12.0%,11.1%,0.9%,4.7%,8.8%,8.7%,8.1%
SAMTEL      ,-10.0%,6.1%,11.8%,11.6%,11.5%,5.1%,3.8%,4.9%,7.1%,7.7%,10.5%,9.1%,10.5%,6.9%
SAT         ,,,,11.0%,10.1%,11.6%,10.7%,7.2%,12.0%,6.2%,8.5%,10.3%,7.9%,7.2%
SAUCE       ,18.3%,18.8%,16.5%,13.7%,15.1%,17.1%,16.1%,17.5%,16.3%,17.9%,21.3%,18.5%,13.7%,14.1%
SAWANG      ,3.3%,2.9%,6.5%,1.5%,,-43.0%,-33.5%,-10.8%,3.4%,8.2%,4.8%,-0.2%,-7.8%,-1.4%
SC          ,,27.8%,24.8%,26.4%,16.8%,18.1%,16.1%,16.1%,17.4%,14.6%,13.1%,10.7%,12.3%,13.4%
SCB         ,-30.3%,31.8%,37.7%,38.2%,18.4%,20.8%,24.0%,25.4%,28.0%,27.3%,28.8%,30.5%,32.2%,28.6%
SCC         ,10.8%,12.7%,17.9%,13.7%,10.8%,10.5%,5.5%,9.7%,11.2%,7.1%,5.6%,8.0%,6.7%,9.9%
SCCC        ,15.0%,18.7%,19.5%,17.9%,16.1%,14.0%,14.6%,14.5%,12.6%,13.9%,13.5%,15.8%,15.8%,14.5%
SCG         ,,,15.1%,13.0%,13.0%,11.1%,8.5%,8.7%,8.0%,7.1%,6.6%,6.9%,4.7%,1.5%
SCP         ,4.1%,7.4%,7.0%,3.2%,-0.4%,4.3%,4.3%,3.3%,3.4%,5.9%,13.5%,19.4%,18.2%,16.7%
SEAFCO      ,,,8.1%,6.1%,7.0%,1.2%,0.7%,2.8%,-4.0%,-3.7%,9.0%,10.3%,11.1%,8.1%
SE-ED       ,5.1%,6.4%,4.1%,5.5%,5.6%,4.7%,4.4%,4.6%,4.7%,4.0%,3.6%,1.3%,1.6%,1.6%
SENA        ,,,,,,,,20.5%,23.3%,19.1%,16.9%,13.0%,15.7%,11.4%
SF          ,,,33.8%,22.6%,24.2%,19.4%,13.3%,11.9%,24.2%,45.3%,57.4%,30.9%,37.5%,47.6%
SFP         ,11.4%,8.4%,1.4%,4.0%,0.6%,-1.9%,9.5%,6.2%,-0.4%,5.5%,2.0%,15.8%,0.9%,-2.4%
SGF         ,35.3%,-119.4%,88.8%,23.8%,-340.3%,-4.8%,191.7%,56.4%,-151.6%,-54.9%,55.1%,16.5%,92.9%,29.0%
SGP         ,,,,,,,5.4%,6.4%,8.1%,2.6%,1.7%,2.4%,-0.8%,1.9%
SHANG       ,28.5%,16.5%,22.3%,23.7%,25.1%,22.5%,15.2%,-13.0%,-11.2%,-13.7%,4.7%,49.6%,33.2%,26.0%
SIAM        ,-1.4%,1.8%,6.0%,10.5%,19.9%,8.6%,11.6%,1.7%,2.9%,7.2%,7.3%,-0.5%,-9.8%,5.4%
SIM         ,,2.9%,4.2%,2.9%,2.0%,2.1%,1.0%,1.3%,1.7%,1.2%,2.4%,7.8%,5.7%,0.5%
SIMAT       ,,,,,,8.7%,6.8%,4.0%,2.9%,3.9%,3.4%,2.5%,-4.1%,-5.7%
SINGER      ,4.9%,5.2%,4.3%,1.8%,-32.3%,-19.9%,-3.5%,1.9%,4.1%,5.9%,7.6%,8.8%,7.0%,4.2%
SIRI        ,3.8%,15.2%,7.5%,8.6%,3.5%,5.1%,6.0%,9.2%,10.1%,9.7%,10.0%,6.7%,11.5%,9.1%
SIS         ,,,1.1%,1.0%,1.0%,1.2%,1.7%,1.7%,1.8%,0.6%,-3.3%,1.0%,1.0%,0.9%
SITHAI      ,12.4%,3.9%,6.8%,5.5%,7.3%,3.1%,1.7%,1.0%,3.8%,3.6%,6.1%,5.1%,4.7%,4.5%
SKR         ,13.8%,12.3%,11.0%,12.2%,6.7%,6.9%,8.3%,9.2%,10.4%,7.6%,7.7%,8.7%,8.4%,5.7%
SMIT        ,,,,8.7%,8.9%,9.2%,7.8%,2.8%,9.3%,9.4%,10.7%,11.0%,9.3%,8.2%
SMK         ,3.3%,3.4%,3.2%,3.1%,3.4%,4.0%,3.1%,5.0%,8.5%,6.9%,8.2%,9.9%,10.2%,8.8%
SMM         ,,,,6.5%,-6.3%,-4.5%,-22.5%,4.2%,2.6%,1.2%,4.7%,2.5%,-1.2%,-7.2%
SMPC        ,4.9%,-87.5%,1.0%,0.7%,6.6%,0.9%,15.3%,22.8%,-1.4%,7.9%,7.3%,6.2%,9.2%,15.2%
SMT         ,,,,,,,,2.4%,4.0%,-19.7%,15.1%,1.8%,-1.2%,-0.7%
SNC         ,,,9.2%,9.3%,8.0%,7.6%,2.4%,2.8%,4.6%,6.2%,6.4%,5.9%,5.1%,5.0%
SOLAR       ,,,,10.2%,4.6%,-78.9%,0.5%,-93.9%,-18.2%,1.6%,14.5%,8.7%,3.6%,-5.5%
SORKON      ,-0.3%,-1.4%,2.1%,1.8%,2.5%,-0.7%,0.8%,2.9%,3.3%,3.0%,5.0%,4.5%,5.0%,5.2%
SPACK       ,,,9.8%,9.1%,11.0%,11.0%,10.4%,11.9%,10.4%,6.6%,2.5%,-5.1%,-9.5%,-3.8%
SPALI       ,43.8%,32.3%,22.1%,23.7%,18.7%,16.8%,17.1%,25.6%,22.9%,20.0%,23.6%,22.6%,24.0%,20.2%
SPC         ,1.4%,1.4%,3.1%,3.1%,2.4%,2.9%,3.2%,3.5%,3.4%,3.7%,3.8%,3.8%,4.5%,4.7%
SPCG        ,,,,,,,,,,,3.1%,19.8%,37.5%,43.3%
SPG         ,10.8%,10.8%,6.0%,5.3%,6.8%,9.1%,9.9%,13.7%,12.2%,10.0%,14.7%,17.0%,12.4%,14.1%
SPI         ,41.1%,33.6%,38.0%,37.1%,26.8%,24.1%,31.9%,33.3%,33.4%,30.5%,32.3%,31.1%,27.3%,31.3%
SPORT       ,4.7%,4.1%,5.0%,2.1%,4.1%,-0.1%,1.1%,1.8%,1.7%,1.5%,1.2%,0.4%,-5.1%,-1.6%
SPPT        ,,,,25.2%,24.5%,12.9%,7.2%,7.2%,10.0%,-30.3%,32.9%,2.7%,-4.5%,-5.0%
SSC         ,3.8%,4.0%,3.6%,3.2%,2.8%,1.7%,0.7%,1.8%,2.1%,0.3%,2.6%,-2.8%,2.4%,-2.7%
SSF         ,-0.3%,-0.8%,2.3%,1.4%,1.5%,1.7%,3.3%,4.9%,0.9%,4.4%,4.4%,-0.1%,3.3%,3.4%
SSI         ,14.3%,15.1%,14.4%,-4.2%,7.0%,3.1%,-18.5%,3.3%,5.0%,-1.8%,-25.7%,-10.7%,-7.4%,-199.3%
SSSC        ,0.7%,4.8%,8.2%,6.5%,7.1%,5.3%,7.1%,3.1%,7.2%,5.8%,7.0%,7.7%,5.9%,4.1%
SST         ,30.0%,30.7%,49.3%,37.3%,34.4%,20.0%,25.2%,28.0%,17.1%,46.8%,-8.2%,-4.9%,11.9%,-2.0%
STA         ,2.6%,0.8%,2.6%,-0.6%,1.5%,0.2%,1.0%,4.6%,4.5%,1.0%,1.4%,1.9%,1.3%,1.8%
STANLY      ,8.7%,10.7%,12.3%,12.3%,12.5%,13.9%,15.0%,13.4%,12.7%,15.4%,8.8%,13.9%,13.8%,11.6%
STAR        ,,,,13.1%,5.0%,7.0%,2.4%,5.7%,2.9%,-10.0%,-22.3%,-5.2%,-13.6%,-33.5%
STEC        ,12.0%,10.9%,1.5%,3.6%,-12.0%,0.1%,1.2%,2.5%,4.7%,6.0%,5.8%,7.6%,6.9%,8.1%
STHAI       ,,,-5.7%,-3.6%,-43.7%,-10.5%,-11.2%,-4.0%,-6.6%,-1.8%,-27.5%,-8.9%,-9.1%,5.9%
STPI        ,-10.3%,6.8%,-5.7%,5.5%,12.1%,-0.4%,14.0%,14.5%,40.0%,26.7%,32.5%,32.1%,21.8%,19.1%
SUC         ,5.4%,5.7%,2.4%,4.6%,6.4%,3.4%,2.1%,9.8%,14.8%,7.3%,11.2%,8.7%,9.3%,8.1%
SUPER       ,,,,9.4%,-55.0%,-72.4%,-52.7%,-175.7%,-15.3%,-12.8%,8.8%,57.0%,-40.1%,-174.2%
SUSCO       ,4.4%,1.9%,1.0%,1.0%,-0.3%,-0.5%,0.0%,1.4%,0.7%,1.0%,6.0%,0.8%,1.4%,0.8%
SVH         ,-4.6%,-2.2%,10.2%,3.7%,6.0%,5.5%,8.1%,8.2%,9.4%,10.7%,12.3%,11.3%,13.0%,13.4%
SVI         ,1.4%,5.7%,3.8%,5.8%,5.7%,6.5%,9.0%,8.9%,8.9%,-15.0%,14.5%,17.4%,-3.1%,20.6%
SVOA        ,2.0%,2.5%,4.1%,1.9%,2.7%,2.8%,1.6%,1.7%,1.7%,1.4%,0.8%,0.9%,1.0%,1.8%
SWC         ,,,11.9%,8.1%,6.9%,9.6%,6.9%,10.4%,9.2%,8.1%,9.1%,11.0%,7.6%,10.4%
SYMC        ,,,,,,,,,34.3%,30.1%,28.6%,24.0%,14.2%,8.6%
SYNEX       ,,,,,,,1.0%,1.5%,1.7%,1.9%,1.8%,1.2%,0.9%,1.7%
SYNTEC      ,567.6%,,-3.8%,-1.7%,6.4%,4.6%,4.4%,5.1%,3.9%,2.0%,-2.7%,1.3%,5.6%,8.7%
TAPAC       ,,,,8.6%,5.1%,0.4%,5.9%,7.8%,9.2%,7.4%,8.1%,3.4%,5.0%,3.8%
TASCO       ,-2.0%,-0.1%,0.6%,2.9%,3.6%,2.9%,-11.4%,3.5%,3.8%,3.2%,1.7%,2.4%,2.6%,13.5%
TBSP        ,7.3%,9.6%,11.5%,8.0%,9.0%,8.3%,7.2%,7.6%,5.0%,9.6%,8.7%,7.4%,8.8%,5.3%
TC          ,1.2%,1.5%,0.8%,0.8%,-2.0%,-2.2%,2.6%,3.3%,1.0%,1.7%,1.8%,-0.6%,3.0%,3.7%
TCAP        ,18.9%,21.3%,22.3%,19.9%,6.2%,9.8%,8.4%,11.5%,10.2%,9.3%,8.7%,13.5%,7.8%,8.9%
TCB         ,17.4%,14.1%,14.3%,16.7%,12.9%,17.4%,4.7%,18.1%,13.3%,7.2%,8.1%,9.7%,13.3%,13.9%
TCC         ,-9.5%,-7.2%,1.3%,5.9%,-24.8%,-3.5%,-10.5%,-48.5%,5.5%,7.1%,0.9%,-5.6%,1.7%,1.8%
TCCC        ,3.0%,4.4%,5.1%,4.7%,3.6%,4.0%,0.6%,5.1%,9.4%,5.1%,6.5%,10.0%,9.0%,10.6%
TCJ         ,-50.7%,147.2%,10.3%,6.3%,10.1%,2.1%,-12.2%,-3.1%,2.2%,2.2%,5.0%,5.6%,4.3%,3.3%
TCMC        ,1.5%,2.0%,4.7%,5.9%,4.4%,4.6%,5.4%,4.9%,4.8%,-25.8%,27.6%,2.9%,5.1%,4.9%
TCOAT       ,4.0%,3.6%,5.6%,3.3%,2.1%,3.8%,2.4%,5.7%,3.1%,1.6%,2.4%,2.3%,-0.5%,3.6%
TEAM        ,,,7.1%,10.6%,12.5%,14.0%,5.0%,-1.8%,4.9%,2.2%,1.6%,0.3%,3.4%,-8.5%
TF          ,13.9%,11.0%,11.7%,13.6%,12.9%,9.7%,8.8%,15.5%,14.8%,10.3%,13.1%,13.7%,13.8%,15.7%
TFD         ,2.6%,-14.6%,6.6%,4.6%,15.9%,8.0%,9.3%,5.0%,-12.5%,12.9%,38.7%,15.8%,-11.5%,-31.8%
TFI         ,8.2%,4.8%,-7.5%,-7.9%,-7.9%,-2.3%,2.2%,-3.6%,-1.6%,1.5%,,-4.3%,-5.7%,0.7%
TGCI        ,9.4%,14.0%,-4.5%,-7.4%,-29.1%,,-18.2%,0.1%,11.9%,10.5%,9.6%,7.3%,8.7%,10.6%
TGPRO       ,-164.5%,-31.1%,402.6%,-1.8%,2.0%,0.5%,-10.7%,-13.6%,-73.6%,38.7%,8.6%,4.3%,1.6%,-9.4%
