Stock,ราคาล่าสุด(Home),Sector
TLGF,/C13_FastQuote_Main.jsp?txtSymbol=TLGF,PF&REIT
TLHPF,/C13_FastQuote_Main.jsp?txtSymbol=TLHPF,PF&REIT
TNPF,/C13_FastQuote_Main.jsp?txtSymbol=TNPF,PF&REIT
TPRIME,/C13_FastQuote_Main.jsp?txtSymbol=TPRIME,PF&REIT
TREIT,/C13_FastQuote_Main.jsp?txtSymbol=TREIT,PF&REIT
TTLPF,/C13_FastQuote_Main.jsp?txtSymbol=TTLPF,PF&REIT
TU-PF,/C13_FastQuote_Main.jsp?txtSymbol=TU-PF,PF&REIT
URBNPF,/C13_FastQuote_Main.jsp?txtSymbol=URBNPF,PF&REIT
WHABT,/C13_FastQuote_Main.jsp?txtSymbol=WHABT,PF&REIT
WHART,/C13_FastQuote_Main.jsp?txtSymbol=WHART,PF&REIT
BJCHI,/C13_FastQuote_Main.jsp?txtSymbol=BJCHI,CONS
CK,/C13_FastQuote_Main.jsp?txtSymbol=CK,CONS
CNT,/C13_FastQuote_Main.jsp?txtSymbol=CNT,CONS
EMC,/C13_FastQuote_Main.jsp?txtSymbol=EMC,CONS
ITD,/C13_FastQuote_Main.jsp?txtSymbol=ITD,CONS
NWR,/C13_FastQuote_Main.jsp?txtSymbol=NWR,CONS
PAE,/C13_FastQuote_Main.jsp?txtSymbol=PAE,CONS
PLE,/C13_FastQuote_Main.jsp?txtSymbol=PLE,CONS
PREB,/C13_FastQuote_Main.jsp?txtSymbol=PREB,CONS
PYLON,/C13_FastQuote_Main.jsp?txtSymbol=PYLON,CONS
SEAFCO,/C13_FastQuote_Main.jsp?txtSymbol=SEAFCO,CONS
SQ,/C13_FastQuote_Main.jsp?txtSymbol=SQ,CONS
SRICHA,/C13_FastQuote_Main.jsp?txtSymbol=SRICHA,CONS
STEC,/C13_FastQuote_Main.jsp?txtSymbol=STEC,CONS
STPI,/C13_FastQuote_Main.jsp?txtSymbol=STPI,CONS
SYNTEC,/C13_FastQuote_Main.jsp?txtSymbol=SYNTEC,CONS
TPOLY,/C13_FastQuote_Main.jsp?txtSymbol=TPOLY,CONS
TRC,/C13_FastQuote_Main.jsp?txtSymbol=TRC,CONS
TTCL,/C13_FastQuote_Main.jsp?txtSymbol=TTCL,CONS
UNIQ,/C13_FastQuote_Main.jsp?txtSymbol=UNIQ,CONS
ABPIF,/C13_FastQuote_Main.jsp?txtSymbol=ABPIF,ENERG
AI,/C13_FastQuote_Main.jsp?txtSymbol=AI,ENERG
AKR,/C13_FastQuote_Main.jsp?txtSymbol=AKR,ENERG
BAFS,/C13_FastQuote_Main.jsp?txtSymbol=BAFS,ENERG
BANPU,/C13_FastQuote_Main.jsp?txtSymbol=BANPU,ENERG
BCP,/C13_FastQuote_Main.jsp?txtSymbol=BCP,ENERG
BCPG,/C13_FastQuote_Main.jsp?txtSymbol=BCPG,ENERG
BGRIM,/C13_FastQuote_Main.jsp?txtSymbol=BGRIM,ENERG
BPP,/C13_FastQuote_Main.jsp?txtSymbol=BPP,ENERG
BRRGIF,/C13_FastQuote_Main.jsp?txtSymbol=BRRGIF,ENERG
CKP,/C13_FastQuote_Main.jsp?txtSymbol=CKP,ENERG
DEMCO,/C13_FastQuote_Main.jsp?txtSymbol=DEMCO,ENERG
EA,/C13_FastQuote_Main.jsp?txtSymbol=EA,ENERG
EARTH,/C13_FastQuote_Main.jsp?txtSymbol=EARTH,ENERG
EASTW,/C13_FastQuote_Main.jsp?txtSymbol=EASTW,ENERG
EGATIF,/C13_FastQuote_Main.jsp?txtSymbol=EGATIF,ENERG
EGCO,/C13_FastQuote_Main.jsp?txtSymbol=EGCO,ENERG
ESSO,/C13_FastQuote_Main.jsp?txtSymbol=ESSO,ENERG
GLOW,/C13_FastQuote_Main.jsp?txtSymbol=GLOW,ENERG
GPSC,/C13_FastQuote_Main.jsp?txtSymbol=GPSC,ENERG
GULF,/C13_FastQuote_Main.jsp?txtSymbol=GULF,ENERG
GUNKUL,/C13_FastQuote_Main.jsp?txtSymbol=GUNKUL,ENERG
IEC,/C13_FastQuote_Main.jsp?txtSymbol=IEC,ENERG
IFEC,/C13_FastQuote_Main.jsp?txtSymbol=IFEC,ENERG
IRPC,/C13_FastQuote_Main.jsp?txtSymbol=IRPC,ENERG
LANNA,/C13_FastQuote_Main.jsp?txtSymbol=LANNA,ENERG
MDX,/C13_FastQuote_Main.jsp?txtSymbol=MDX,ENERG
PTG,/C13_FastQuote_Main.jsp?txtSymbol=PTG,ENERG
PTT,/C13_FastQuote_Main.jsp?txtSymbol=PTT,ENERG
PTTEP,/C13_FastQuote_Main.jsp?txtSymbol=PTTEP,ENERG
RATCH,/C13_FastQuote_Main.jsp?txtSymbol=RATCH,ENERG
RPC,/C13_FastQuote_Main.jsp?txtSymbol=RPC,ENERG
SCG,/C13_FastQuote_Main.jsp?txtSymbol=SCG,ENERG
SCI,/C13_FastQuote_Main.jsp?txtSymbol=SCI,ENERG
SCN,/C13_FastQuote_Main.jsp?txtSymbol=SCN,ENERG
SGP,/C13_FastQuote_Main.jsp?txtSymbol=SGP,ENERG
SKE,/C13_FastQuote_Main.jsp?txtSymbol=SKE,ENERG
SOLAR,/C13_FastQuote_Main.jsp?txtSymbol=SOLAR,ENERG
SPCG,/C13_FastQuote_Main.jsp?txtSymbol=SPCG,ENERG
SPRC,/C13_FastQuote_Main.jsp?txtSymbol=SPRC,ENERG
SUPER,/C13_FastQuote_Main.jsp?txtSymbol=SUPER,ENERG
SUSCO,/C13_FastQuote_Main.jsp?txtSymbol=SUSCO,ENERG
TAE,/C13_FastQuote_Main.jsp?txtSymbol=TAE,ENERG
TCC,/C13_FastQuote_Main.jsp?txtSymbol=TCC,ENERG
TOP,/C13_FastQuote_Main.jsp?txtSymbol=TOP,ENERG
TPIPP,/C13_FastQuote_Main.jsp?txtSymbol=TPIPP,ENERG
TTW,/C13_FastQuote_Main.jsp?txtSymbol=TTW,ENERG
WHAUP,/C13_FastQuote_Main.jsp?txtSymbol=WHAUP,ENERG
WP,/C13_FastQuote_Main.jsp?txtSymbol=WP,ENERG
PDI,/C13_FastQuote_Main.jsp?txtSymbol=PDI,MINE
THL,/C13_FastQuote_Main.jsp?txtSymbol=THL,MINE
BEAUTY,/C13_FastQuote_Main.jsp?txtSymbol=BEAUTY,COMM
BIG,/C13_FastQuote_Main.jsp?txtSymbol=BIG,COMM
BJC,/C13_FastQuote_Main.jsp?txtSymbol=BJC,COMM
COL,/C13_FastQuote_Main.jsp?txtSymbol=COL,COMM
COM7,/C13_FastQuote_Main.jsp?txtSymbol=COM7,COMM
CPALL,/C13_FastQuote_Main.jsp?txtSymbol=CPALL,COMM
CSS,/C13_FastQuote_Main.jsp?txtSymbol=CSS,COMM
FN,/C13_FastQuote_Main.jsp?txtSymbol=FN,COMM
FTE,/C13_FastQuote_Main.jsp?txtSymbol=FTE,COMM
GLOBAL,/C13_FastQuote_Main.jsp?txtSymbol=GLOBAL,COMM
HMPRO,/C13_FastQuote_Main.jsp?txtSymbol=HMPRO,COMM
IT,/C13_FastQuote_Main.jsp?txtSymbol=IT,COMM
KAMART,/C13_FastQuote_Main.jsp?txtSymbol=KAMART,COMM
LOXLEY,/C13_FastQuote_Main.jsp?txtSymbol=LOXLEY,COMM
MAKRO,/C13_FastQuote_Main.jsp?txtSymbol=MAKRO,COMM
MC,/C13_FastQuote_Main.jsp?txtSymbol=MC,COMM
MEGA,/C13_FastQuote_Main.jsp?txtSymbol=MEGA,COMM
MIDA,/C13_FastQuote_Main.jsp?txtSymbol=MIDA,COMM
ROBINS,/C13_FastQuote_Main.jsp?txtSymbol=ROBINS,COMM
RSP,/C13_FastQuote_Main.jsp?txtSymbol=RSP,COMM
SINGER,/C13_FastQuote_Main.jsp?txtSymbol=SINGER,COMM
SPC,/C13_FastQuote_Main.jsp?txtSymbol=SPC,COMM
SPI,/C13_FastQuote_Main.jsp?txtSymbol=SPI,COMM
AHC,/C13_FastQuote_Main.jsp?txtSymbol=AHC,HELTH
BCH,/C13_FastQuote_Main.jsp?txtSymbol=BCH,HELTH
BDMS,/C13_FastQuote_Main.jsp?txtSymbol=BDMS,HELTH
BH,/C13_FastQuote_Main.jsp?txtSymbol=BH,HELTH
CHG,/C13_FastQuote_Main.jsp?txtSymbol=CHG,HELTH
CMR,/C13_FastQuote_Main.jsp?txtSymbol=CMR,HELTH
EKH,/C13_FastQuote_Main.jsp?txtSymbol=EKH,HELTH
KDH,/C13_FastQuote_Main.jsp?txtSymbol=KDH,HELTH
LPH,/C13_FastQuote_Main.jsp?txtSymbol=LPH,HELTH
M-CHAI,/C13_FastQuote_Main.jsp?txtSymbol=M-CHAI,HELTH
NEW,/C13_FastQuote_Main.jsp?txtSymbol=NEW,HELTH
NTV,/C13_FastQuote_Main.jsp?txtSymbol=NTV,HELTH
RAM,/C13_FastQuote_Main.jsp?txtSymbol=RAM,HELTH
RJH,/C13_FastQuote_Main.jsp?txtSymbol=RJH,HELTH
RPH,/C13_FastQuote_Main.jsp?txtSymbol=RPH,HELTH
SKR,/C13_FastQuote_Main.jsp?txtSymbol=SKR,HELTH
SVH,/C13_FastQuote_Main.jsp?txtSymbol=SVH,HELTH
THG,/C13_FastQuote_Main.jsp?txtSymbol=THG,HELTH
VIBHA,/C13_FastQuote_Main.jsp?txtSymbol=VIBHA,HELTH
VIH,/C13_FastQuote_Main.jsp?txtSymbol=VIH,HELTH
WPH,/C13_FastQuote_Main.jsp?txtSymbol=WPH,HELTH
AMARIN,/C13_FastQuote_Main.jsp?txtSymbol=AMARIN,MEDIA
AQUA,/C13_FastQuote_Main.jsp?txtSymbol=AQUA,MEDIA
AS,/C13_FastQuote_Main.jsp?txtSymbol=AS,MEDIA
BEC,/C13_FastQuote_Main.jsp?txtSymbol=BEC,MEDIA
EPCO,/C13_FastQuote_Main.jsp?txtSymbol=EPCO,MEDIA
FE,/C13_FastQuote_Main.jsp?txtSymbol=FE,MEDIA
GPI,/C13_FastQuote_Main.jsp?txtSymbol=GPI,MEDIA
GRAMMY,/C13_FastQuote_Main.jsp?txtSymbol=GRAMMY,MEDIA
MACO,/C13_FastQuote_Main.jsp?txtSymbol=MACO,MEDIA
MAJOR,/C13_FastQuote_Main.jsp?txtSymbol=MAJOR,MEDIA
MATCH,/C13_FastQuote_Main.jsp?txtSymbol=MATCH,MEDIA
MATI,/C13_FastQuote_Main.jsp?txtSymbol=MATI,MEDIA
MCOT,/C13_FastQuote_Main.jsp?txtSymbol=MCOT,MEDIA
MONO,/C13_FastQuote_Main.jsp?txtSymbol=MONO,MEDIA
MPIC,/C13_FastQuote_Main.jsp?txtSymbol=MPIC,MEDIA
NMG,/C13_FastQuote_Main.jsp?txtSymbol=NMG,MEDIA
PLANB,/C13_FastQuote_Main.jsp?txtSymbol=PLANB,MEDIA
POST,/C13_FastQuote_Main.jsp?txtSymbol=POST,MEDIA
PRAKIT,/C13_FastQuote_Main.jsp?txtSymbol=PRAKIT,MEDIA
RS,/C13_FastQuote_Main.jsp?txtSymbol=RS,MEDIA
SE-ED,/C13_FastQuote_Main.jsp?txtSymbol=SE-ED,MEDIA
SMM,/C13_FastQuote_Main.jsp?txtSymbol=SMM,MEDIA
SPORT,/C13_FastQuote_Main.jsp?txtSymbol=SPORT,MEDIA
TBSP,/C13_FastQuote_Main.jsp?txtSymbol=TBSP,MEDIA
TH,/C13_FastQuote_Main.jsp?txtSymbol=TH,MEDIA
TKS,/C13_FastQuote_Main.jsp?txtSymbol=TKS,MEDIA
TRITN,/C13_FastQuote_Main.jsp?txtSymbol=TRITN,MEDIA
VGI,/C13_FastQuote_Main.jsp?txtSymbol=VGI,MEDIA
WAVE,/C13_FastQuote_Main.jsp?txtSymbol=WAVE,MEDIA
WORK,/C13_FastQuote_Main.jsp?txtSymbol=WORK,MEDIA
BWG,/C13_FastQuote_Main.jsp?txtSymbol=BWG,PROF
GENCO,/C13_FastQuote_Main.jsp?txtSymbol=GENCO,PROF
PRO,/C13_FastQuote_Main.jsp?txtSymbol=PRO,PROF
ASIA,/C13_FastQuote_Main.jsp?txtSymbol=ASIA,TOURISM
CENTEL,/C13_FastQuote_Main.jsp?txtSymbol=CENTEL,TOURISM
CSR,/C13_FastQuote_Main.jsp?txtSymbol=CSR,TOURISM
DTC,/C13_FastQuote_Main.jsp?txtSymbol=DTC,TOURISM
ERW,/C13_FastQuote_Main.jsp?txtSymbol=ERW,TOURISM
GRAND,/C13_FastQuote_Main.jsp?txtSymbol=GRAND,TOURISM
LRH,/C13_FastQuote_Main.jsp?txtSymbol=LRH,TOURISM
MANRIN,/C13_FastQuote_Main.jsp?txtSymbol=MANRIN,TOURISM
OHTL,/C13_FastQuote_Main.jsp?txtSymbol=OHTL,TOURISM
ROH,/C13_FastQuote_Main.jsp?txtSymbol=ROH,TOURISM
SHANG,/C13_FastQuote_Main.jsp?txtSymbol=SHANG,TOURISM
AAV,/C13_FastQuote_Main.jsp?txtSymbol=AAV,TRANS
AOT,/C13_FastQuote_Main.jsp?txtSymbol=AOT,TRANS
ASIMAR,/C13_FastQuote_Main.jsp?txtSymbol=ASIMAR,TRANS
B,/C13_FastQuote_Main.jsp?txtSymbol=B,TRANS
BA,/C13_FastQuote_Main.jsp?txtSymbol=BA,TRANS
BEM,/C13_FastQuote_Main.jsp?txtSymbol=BEM,TRANS
BTS,/C13_FastQuote_Main.jsp?txtSymbol=BTS,TRANS
BTSGIF,/C13_FastQuote_Main.jsp?txtSymbol=BTSGIF,TRANS
III,/C13_FastQuote_Main.jsp?txtSymbol=III,TRANS
JUTHA,/C13_FastQuote_Main.jsp?txtSymbol=JUTHA,TRANS
JWD,/C13_FastQuote_Main.jsp?txtSymbol=JWD,TRANS
KWC,/C13_FastQuote_Main.jsp?txtSymbol=KWC,TRANS
NOK,/C13_FastQuote_Main.jsp?txtSymbol=NOK,TRANS
NYT,/C13_FastQuote_Main.jsp?txtSymbol=NYT,TRANS
PRM,/C13_FastQuote_Main.jsp?txtSymbol=PRM,TRANS
PSL,/C13_FastQuote_Main.jsp?txtSymbol=PSL,TRANS
RCL,/C13_FastQuote_Main.jsp?txtSymbol=RCL,TRANS
THAI,/C13_FastQuote_Main.jsp?txtSymbol=THAI,TRANS
TSTE,/C13_FastQuote_Main.jsp?txtSymbol=TSTE,TRANS
TTA,/C13_FastQuote_Main.jsp?txtSymbol=TTA,TRANS
WICE,/C13_FastQuote_Main.jsp?txtSymbol=WICE,TRANS
CCET,/C13_FastQuote_Main.jsp?txtSymbol=CCET,ETRON
DELTA,/C13_FastQuote_Main.jsp?txtSymbol=DELTA,ETRON
EIC,/C13_FastQuote_Main.jsp?txtSymbol=EIC,ETRON
HANA,/C13_FastQuote_Main.jsp?txtSymbol=HANA,ETRON
KCE,/C13_FastQuote_Main.jsp?txtSymbol=KCE,ETRON
METCO,/C13_FastQuote_Main.jsp?txtSymbol=METCO,ETRON
SMT,/C13_FastQuote_Main.jsp?txtSymbol=SMT,ETRON
SPPT,/C13_FastQuote_Main.jsp?txtSymbol=SPPT,ETRON
SVI,/C13_FastQuote_Main.jsp?txtSymbol=SVI,ETRON
TEAM,/C13_FastQuote_Main.jsp?txtSymbol=TEAM,ETRON
ADVANC,/C13_FastQuote_Main.jsp?txtSymbol=ADVANC,ICT
AIT,/C13_FastQuote_Main.jsp?txtSymbol=AIT,ICT
ALT,/C13_FastQuote_Main.jsp?txtSymbol=ALT,ICT
BLISS,/C13_FastQuote_Main.jsp?txtSymbol=BLISS,ICT
CSL,/C13_FastQuote_Main.jsp?txtSymbol=CSL,ICT
DIF,/C13_FastQuote_Main.jsp?txtSymbol=DIF,ICT
DTAC,/C13_FastQuote_Main.jsp?txtSymbol=DTAC,ICT
FER,/C13_FastQuote_Main.jsp?txtSymbol=FER,ICT
FORTH,/C13_FastQuote_Main.jsp?txtSymbol=FORTH,ICT
HUMAN,/C13_FastQuote_Main.jsp?txtSymbol=HUMAN,ICT
ILINK,/C13_FastQuote_Main.jsp?txtSymbol=ILINK,ICT
INET,/C13_FastQuote_Main.jsp?txtSymbol=INET,ICT
INTUCH,/C13_FastQuote_Main.jsp?txtSymbol=INTUCH,ICT
JAS,/C13_FastQuote_Main.jsp?txtSymbol=JAS,ICT
JASIF,/C13_FastQuote_Main.jsp?txtSymbol=JASIF,ICT
JMART,/C13_FastQuote_Main.jsp?txtSymbol=JMART,ICT
JTS,/C13_FastQuote_Main.jsp?txtSymbol=JTS,ICT
MFEC,/C13_FastQuote_Main.jsp?txtSymbol=MFEC,ICT
MSC,/C13_FastQuote_Main.jsp?txtSymbol=MSC,ICT
PT,/C13_FastQuote_Main.jsp?txtSymbol=PT,ICT
SAMART,/C13_FastQuote_Main.jsp?txtSymbol=SAMART,ICT
SAMTEL,/C13_FastQuote_Main.jsp?txtSymbol=SAMTEL,ICT
SDC,/C13_FastQuote_Main.jsp?txtSymbol=SDC,ICT
SIS,/C13_FastQuote_Main.jsp?txtSymbol=SIS,ICT
SVOA,/C13_FastQuote_Main.jsp?txtSymbol=SVOA,ICT
SYMC,/C13_FastQuote_Main.jsp?txtSymbol=SYMC,ICT
SYNEX,/C13_FastQuote_Main.jsp?txtSymbol=SYNEX,ICT
THCOM,/C13_FastQuote_Main.jsp?txtSymbol=THCOM,ICT
TRUE,/C13_FastQuote_Main.jsp?txtSymbol=TRUE,ICT
TWZ,/C13_FastQuote_Main.jsp?txtSymbol=TWZ,ICT
